name,lat,lon,source
LYLAC,43.06278,-71.65917,faa-nasr
LYNDA,43.96442,-70.72932,faa-nasr
MAADS,44.39004,-68.24861,faa-nasr
MAANO,42.2233,-71.19257,faa-nasr
MABYG,41.92314,-71.49617,faa-nasr
MABYT,41.91443,-71.48835,faa-nasr
MADAF,42.79664,-70.84392,faa-nasr
MADAH,43.95261,-70.34428,faa-nasr
MAFSU,44.26417,-68.3976,faa-nasr
MAGEE,54.79154,-5.60834,uk-aip
MAGHI,45.02044,-70.74628,faa-nasr
MAGRE,41.82052,-71.90063,faa-nasr
MAHAX,41.73133,-71.42208,faa-nasr
MAHUT,45.17588,-67.28316,faa-nasr
MAINA,43.65389,-70.44616,faa-nasr
MAIRS,44.54776,-69.4898,faa-nasr
MAJIH,42.27876,-71.20405,faa-nasr
MAKER,42.48763,-71.47324,faa-nasr
MALDY,42.43108,-71.09871,faa-nasr
MALOT,53.0,-15.0,ie-aip
MANCH,42.87001,-71.36848,faa-nasr
MAPAG,51.0,-8.5,ie-aip
MAPKE,44.48317,-71.1686,faa-nasr
MAPLY,43.91438,-69.89857,faa-nasr
MAPME,44.49245,-71.57793,faa-nasr
MAPST,46.09626,-67.98184,faa-nasr
MARBB,42.53351,-70.76592,faa-nasr
MARQE,44.39509,-68.53304,faa-nasr
MARSY,44.69969,-68.6485,faa-nasr
MASKY,41.69201,-70.38558,faa-nasr
MASNE,42.89,-71.61646,faa-nasr
MATIK,61.0,-8.06667,uk-aip
MATUE,41.47028,-70.58265,faa-nasr
MAVJO,42.15177,-71.29774,faa-nasr
MAXAR,61.46667,-58.0,faa-nasr
MAYNE,44.55976,-68.91708,faa-nasr
MAYTA,41.66665,-70.75304,faa-nasr
MCKEE,56.67194,-66.99917,faa-nasr
MECEJ,41.76931,-70.117,faa-nasr
MEEMS,44.67122,-67.74118,faa-nasr
MELDI,52.73333,-56.35,faa-nasr
MEMAE,42.57739,-70.93603,faa-nasr
MENLA,44.33424,-69.83212,faa-nasr
MENRE,44.23157,-70.67796,faa-nasr
MESHL,43.32002,-70.16334,faa-nasr
MIAOU,42.58986,-70.87608,faa-nasr
MIBME,45.63836,-70.27064,faa-nasr
MIBNO,60.58333,-62.53333,faa-nasr
MIDHY,43.16844,-70.63828,faa-nasr
MIGLI,49.52583,-58.24667,faa-nasr
MIIKE,44.88045,-68.93321,faa-nasr
MIILS,46.87361,-67.04833,faa-nasr
MILIS,42.10516,-71.31156,faa-nasr
MILTT,42.27364,-71.04919,faa-nasr
MIMIC,41.82656,-71.57123,faa-nasr
MIMKU,56.0,-10.0,uk-aip
MINNK,41.3613,-71.42422,faa-nasr
MISBE,43.96059,-69.85037,faa-nasr
MIVAX,47.43929,-70.15941,faa-nasr
MMAAX,44.39282,-68.21715,faa-nasr
MMOOS,44.38096,-68.35099,faa-nasr
MNSFD,41.99508,-71.18618,faa-nasr
MNTIN,42.85917,-71.39081,faa-nasr
MNTLA,46.66456,-67.9948,faa-nasr
MOBGE,43.58743,-71.18863,faa-nasr
MODGO,60.44524,-7.66533,uk-aip
MODLE,42.39693,-71.20872,faa-nasr
MOEEE,41.66147,-69.53143,faa-nasr
MOGFE,44.82981,-70.05761,faa-nasr
MOGLO,55.5,-14.0,uk-aip
MOLAK,54.61358,-9.50631,uk-aip
MOMIN,53.11333,-9.39278,ie-aip
MONSO,41.97677,-70.84089,faa-nasr
MONTK,40.81477,-71.01264,faa-nasr
MOPAT,51.49867,-7.09367,uk-aip
MOPOM,53.68111,-9.31333,ie-aip
MORAG,52.75278,-5.5,uk-aip
MORIS,42.44613,-71.02622,faa-nasr
MORRK,43.71993,-70.28315,faa-nasr
MOTPE,43.18922,-71.57016,faa-nasr
MOWND,45.37667,-66.65722,faa-nasr
MOYER,44.20836,-69.96874,faa-nasr
MOZMO,45.48209,-68.78541,faa-nasr
MRKEE,43.7669,-70.3829,faa-nasr
MSAAD,42.75763,-71.21015,faa-nasr
MSTIC,43.96613,-70.06109,faa-nasr
MTAPN,42.28098,-71.05567,faa-nasr
MTBLU,44.46407,-70.06154,faa-nasr
MUGGY,42.89576,-71.75478,faa-nasr
MURMR,42.33443,-70.9645,faa-nasr
MUSAK,48.0,-52.0,faa-nasr
MUSLO,60.16667,-62.0,faa-nasr
MUSVA,64.0,-63.0,faa-nasr
MUTNY,46.21566,-67.52008,faa-nasr
MYNOT,42.2855,-70.75055,faa-nasr
MYOPY,43.13201,-70.67819,faa-nasr
MYSON,43.28351,-70.58498,faa-nasr
MYSTK,42.44722,-71.11745,faa-nasr
NABAH,41.74295,-71.27629,faa-nasr
NABBO,42.19519,-71.087,faa-nasr
NALAN,61.0,-6.0,uk-aip
NALDI,64.5,-63.0,faa-nasr
NANKE,46.63278,-68.02765,faa-nasr
NANSO,44.48889,-56.07111,faa-nasr
NASBA,49.0,-13.0,ie-aip
NASHU,45.04223,-68.53726,faa-nasr
NAVEM,53.92556,-9.39889,ie-aip
NAXGE,44.27189,-68.8099,faa-nasr
NAXIE,43.54508,-70.3673,faa-nasr
NEBIN,53.5,-15.0,ie-aip
NEEKO,52.4,-55.83333,faa-nasr
NEETS,43.5141,-71.1556,faa-nasr
NELBO,54.49004,-5.30289,uk-aip
NERTU,49.0,-14.0,uk-aip
NESTT,41.35996,-71.33483,faa-nasr
NETKI,55.0,-14.0,uk-aip
NEVRI,54.06834,-6.26984,uk-aip
NEWBE,41.20678,-71.07414,faa-nasr
NEXAT,51.93889,-6.57556,ie-aip
NHANT,42.43979,-70.96666,faa-nasr
NIBOG,55.0,-10.0,uk-aip
NIBUE,44.40286,-68.57993,faa-nasr
NICOD,41.41011,-71.19844,faa-nasr
NICSO,47.5,-52.0,faa-nasr
NICXI,52.01289,-5.05494,uk-aip
NIELD,45.10264,-68.57527,faa-nasr
NIFTY,60.96667,-58.0,faa-nasr
NIKKO,42.76039,-70.03376,faa-nasr
NILAV,45.0,-13.41667,uk-aip
NILUW,43.48116,-71.72182,faa-nasr
NIMAT,53.96503,-5.74215,uk-aip
NIMOY,42.30159,-70.92058,faa-nasr
NINEX,58.85543,-9.5,uk-aip
NIPIT,54.45258,-8.40272,uk-aip
NIRIF,52.29885,-5.56787,uk-aip
NIYIL,44.05262,-71.1434,faa-nasr
NOCIY,44.43836,-69.05456,faa-nasr
NOKTE,45.01144,-70.71994,faa-nasr
NOLEY,42.58547,-70.89798,faa-nasr
NOLLI,44.12819,-70.14693,faa-nasr
NOMBE,42.99794,-71.73404,faa-nasr
NONBE,43.53698,-71.47219,faa-nasr
NONOE,45.06539,-67.36054,faa-nasr
NONUE,44.36471,-71.97761,faa-nasr
NORIY,42.82508,-71.60446,faa-nasr
NORLA,51.61912,-6.8698,uk-aip
NOSAF,42.25113,-71.69898,faa-nasr
NOSNE,44.03069,-70.64541,faa-nasr
NOSUH,41.83266,-71.46664,faa-nasr
NOTTY,44.03258,-71.11984,faa-nasr
NOVCE,41.85663,-70.15147,faa-nasr
NOVOK,42.3816,-61.20156,faa-nasr
NOXKS,44.09331,-69.22396,faa-nasr
NOXSE,41.77933,-71.74108,faa-nasr
NTHLT,46.63227,-67.98287,faa-nasr
NUBLE,43.16621,-70.71652,faa-nasr
NUBRY,42.78576,-70.85576,faa-nasr
NUMPI,54.14449,-5.59341,uk-aip
NUNKE,41.76167,-69.89521,faa-nasr
NUNZO,42.03089,-71.20371,faa-nasr
NUUKM,42.83179,-71.92791,faa-nasr
NUVZA,42.81357,-70.97415,faa-nasr
OBKOE,46.61502,-68.02108,faa-nasr
OBTEK,46.79028,-71.28333,faa-nasr
OBUBA,57.77789,-7.55529,uk-aip
OBUBE,41.39318,-69.87806,faa-nasr
OCAGO,43.8598,-69.1655,faa-nasr
OCASI,43.48766,-71.02414,faa-nasr
OCESA,44.67078,-66.95204,faa-nasr
OCITU,43.72211,-70.2192,faa-nasr
ODANU,49.91667,-12.5,ie-aip
ODBOS,45.92506,-70.84604,faa-nasr
ODIKE,44.66849,-69.09318,faa-nasr
ODOLE,41.52081,-70.81092,faa-nasr
ODOMY,41.72846,-71.04486,faa-nasr
ODOVE,44.08176,-68.81081,faa-nasr
ODPEX,59.40991,-9.5,uk-aip
ODVAE,43.63816,-71.52291,faa-nasr
OFSOX,52.02922,-5.19545,uk-aip
OFTHE,42.80094,-71.44522,faa-nasr
OGATH,44.64155,-68.48422,faa-nasr
OGBAE,41.53657,-70.66696,faa-nasr
OGFIG,41.87015,-71.06844,faa-nasr
OGNQT,43.24668,-70.63819,faa-nasr
OGTUG,53.67,-5.14722,uk-aip
OHOCO,44.79433,-71.63678,faa-nasr
OJUCU,41.70434,-70.83398,faa-nasr
OKIME,44.14314,-69.07037,faa-nasr
OKIPY,44.89799,-69.18612,faa-nasr
OKLAE,42.90336,-70.85601,faa-nasr
OKOHO,41.53077,-70.63172,faa-nasr
OKOKE,46.82598,-68.00105,faa-nasr
OLAPO,53.78028,-7.29472,ie-aip
OLDMN,42.80308,-71.51317,faa-nasr
OLFIR,44.44265,-69.48667,faa-nasr
OLGON,53.5,-14.0,ie-aip
OLKEE,46.87999,-67.81542,faa-nasr
OLLIV,42.56327,-71.77434,faa-nasr
OLONO,52.72306,-6.77889,ie-aip
OMABE,41.88614,-71.08551,faa-nasr
OMALI,45.51223,-71.33361,faa-nasr
OMDEE,42.98103,-71.47667,faa-nasr
OMDOW,44.00883,-69.62924,faa-nasr
OMNEW,47.25612,-68.58933,faa-nasr
OMOKO,48.83897,-12.0,uk-aip
OMSAT,47.0,-52.0,faa-nasr
OMTOL,51.08333,-71.83333,faa-nasr
OMUFE,41.64779,-70.65991,faa-nasr
OMVOZ,42.39327,-70.99136,faa-nasr
OMYOX,44.93872,-68.50134,faa-nasr
ONEIF,42.61034,-71.17445,faa-nasr
ONGEE,43.00205,-71.3572,faa-nasr
ONMEW,43.77487,-69.31583,faa-nasr
ONOXY,41.44851,-70.69845,faa-nasr
ONRAE,41.99957,-70.57367,faa-nasr
ONSAY,45.14043,-67.38863,faa-nasr
ONTAE,42.75082,-71.44735,faa-nasr
OOSHN,42.60151,-70.23121,faa-nasr
OPAGE,44.42391,-71.7215,faa-nasr
OPIPE,45.64491,-69.8995,faa-nasr
OQDEK,42.36493,-70.96102,faa-nasr
ORCHD,43.421,-70.35472,faa-nasr
ORDIE,43.00284,-71.47572,faa-nasr
ORKOE,44.95889,-70.84347,faa-nasr
ORMIW,41.59937,-70.41986,faa-nasr
OROSE,44.96016,-69.43441,faa-nasr
ORRRR,42.42458,-70.75373,faa-nasr
ORSUM,57.05207,-5.29472,uk-aip
ORTAV,59.5,-10.0,uk-aip
ORTOM,51.27083,-8.29944,ie-aip
ORTON,41.89267,-71.24707,faa-nasr
OSBON,61.0,-5.0,uk-aip
OSBOX,56.80639,-12.80167,uk-aip
OSGAR,53.04944,-7.27028,ie-aip
OSPEE,43.52072,-71.5914,faa-nasr
OSSER,41.03707,-71.20341,faa-nasr
OUTED,43.70328,-70.26375,faa-nasr
OUTTT,41.60178,-71.8471,faa-nasr
OVAYA,43.64948,-70.24465,faa-nasr
OVOPE,41.76863,-70.78223,faa-nasr
OVZOG,50.85176,-7.25827,uk-aip
OWLET,42.309,-71.6113,faa-nasr
OYIVE,42.54216,-71.21623,faa-nasr
OYPEZ,41.54042,-70.79337,faa-nasr
OYULI,42.32393,-71.12335,faa-nasr
PAARK,42.34412,-70.99983,faa-nasr
PAATI,44.54752,-67.9161,faa-nasr
PAIRY,44.70818,-69.79712,faa-nasr
PAMLA,42.13643,-71.71215,faa-nasr
PARSO,43.67521,-70.77508,faa-nasr
PATSS,42.08907,-71.71084,faa-nasr
PATTA,45.98223,-69.5962,faa-nasr
PAULI,41.46978,-70.52261,faa-nasr
PAVLO,50.93466,-5.89563,uk-aip
PAYIK,44.36332,-71.66251,faa-nasr
PAYIR,42.56945,-71.43222,faa-nasr
PBUDY,42.30282,-71.40389,faa-nasr
PCFUL,42.34605,-70.69176,faa-nasr
PEAKE,41.5708,-70.40878,faa-nasr
PEASE,43.08447,-70.83197,faa-nasr
PEATT,43.63617,-70.18363,faa-nasr
PEBME,41.57541,-70.61983,faa-nasr
PEEKI,43.67237,-70.19393,faa-nasr
PEENK,45.65039,-69.10144,faa-nasr
PEKAZ,43.54676,-71.47505,faa-nasr
PELAN,42.75556,-71.32984,faa-nasr
PELIG,53.19972,-7.33333,ie-aip
PELTU,52.1,-55.16667,faa-nasr
PEMOB,52.14382,-5.16143,uk-aip
PEOPL,42.26604,-70.74624,faa-nasr
PEPDE,41.87781,-70.44059,faa-nasr
PEPKI,59.73333,-61.61667,faa-nasr
PEPOD,54.2712,-5.56924,uk-aip
PEPRA,44.93722,-56.23167,faa-nasr
PESIC,46.69922,-67.96566,faa-nasr
PESIT,52.39917,-5.75667,ie-aip
PETAE,43.02389,-71.95613,faa-nasr
PETEJ,41.39914,-70.82629,faa-nasr
PEVAN,55.78333,-11.33333,ie-aip
PEWBI,51.31417,-5.02952,uk-aip
PEYSI,44.35491,-69.81087,faa-nasr
PFRED,41.66583,-71.88417,faa-nasr
PGOLF,41.50041,-70.62096,faa-nasr
PHIGG,44.05434,-69.39528,faa-nasr
PHONY,42.01758,-70.34415,faa-nasr
PIBOI,44.37353,-68.95902,faa-nasr
PIBOW,44.30468,-69.92555,faa-nasr
PIDSO,60.46667,-58.0,faa-nasr
PIERR,45.03705,-67.25507,faa-nasr
PIGET,55.83333,-12.5,ie-aip
PIKIL,56.0,-15.0,uk-aip
PINTE,46.4458,-70.05035,faa-nasr
PIPPO,44.74843,-71.269,faa-nasr
PITRE,46.56991,-68.00442,faa-nasr
PIYOR,43.83267,-69.0087,faa-nasr
PLGRM,42.38762,-70.8555,faa-nasr
PLYMM,42.04375,-70.42691,faa-nasr
PMMKN,43.67867,-70.18324,faa-nasr
PNARD,42.83164,-71.92788,faa-nasr
PNBOB,45.18209,-68.54225,faa-nasr
POBAH,41.59717,-71.41217,faa-nasr
POKUE,44.57573,-69.31438,faa-nasr
PONEY,43.71236,-70.7992,faa-nasr
PONNC,43.74468,-70.21865,faa-nasr
POPPP,42.82313,-71.91978,faa-nasr
PORTI,46.5,-52.0,faa-nasr
PPICE,41.89316,-69.88042,faa-nasr
PPORT,43.08989,-70.99141,faa-nasr
PRENT,45.65631,-68.06596,faa-nasr
PRLJM,40.0,-71.81667,faa-nasr
PROES,42.67809,-71.8262,faa-nasr
PROUT,44.27131,-70.27089,faa-nasr
PROVI,41.72374,-71.43171,faa-nasr
PTRIK,42.52729,-70.82063,faa-nasr
PUDJJ,42.48016,-70.29686,faa-nasr
PUDYE,43.17234,-70.90055,faa-nasr
PURBL,42.96237,-71.67738,faa-nasr
PUTNM,41.95546,-71.8441,faa-nasr
PUTRE,43.1542,-71.38199,faa-nasr
PUVIE,44.78402,-69.57164,faa-nasr
PUVOK,54.81449,-66.75489,faa-nasr
PUWFI,44.98486,-70.64798,faa-nasr
QIYFE,44.93822,-70.58839,faa-nasr
QOSNU,42.90856,-71.9809,faa-nasr
QUBIS,47.53337,-67.76614,faa-nasr
QUINC,42.01204,-70.75266,faa-nasr
RADUN,59.96667,-58.0,faa-nasr
RAEGN,45.28171,-68.46152,faa-nasr
RAFIN,44.88333,-51.80472,faa-nasr
RANGY,44.8034,-70.6811,faa-nasr
RARTE,44.91681,-70.56109,faa-nasr
RATKA,49.5,-8.0,uk-aip
RATSU,61.0,-10.0,uk-aip
RAWNE,47.08404,-68.14853,faa-nasr
RAYMY,43.06025,-71.11171,faa-nasr
RAYNM,41.89318,-70.97323,faa-nasr
RAZZR,44.22125,-69.58674,faa-nasr
RBELA,42.83277,-70.95499,faa-nasr
RBUDD,41.42214,-70.32012,faa-nasr
RDHOK,42.49336,-71.05582,faa-nasr
RDUKE,42.33099,-70.95991,faa-nasr
REDEO,43.64118,-70.25677,faa-nasr
REDLE,42.95095,-70.87684,faa-nasr
REDSX,41.92263,-70.23494,faa-nasr
RELIC,46.0,-52.0,faa-nasr
REMDG,42.80309,-70.49723,faa-nasr
RENCH,41.62212,-71.4983,faa-nasr
REPLY,45.65431,-70.47108,faa-nasr
REPOY,41.82303,-71.03349,faa-nasr
RESNO,55.0,-15.0,uk-aip
REVEN,45.55271,-70.70053,faa-nasr
REVER,42.44097,-70.96147,faa-nasr
REVNU,54.46667,-10.11667,ie-aip
REVSS,42.34544,-71.8103,faa-nasr
REZDI,43.60779,-71.30195,faa-nasr
RHINA,41.16556,-71.69279,faa-nasr
RIDRE,42.99726,-71.11302,faa-nasr
RIFER,43.09676,-70.73732,faa-nasr
RIKAH,42.5514,-71.41867,faa-nasr
RIKAL,51.8,-54.53333,faa-nasr
RIKUL,53.05778,-8.34583,ie-aip
RILED,52.5,-14.0,ie-aip
RIMVU,53.75309,-5.14019,uk-aip
RINGA,54.39846,-5.57102,uk-aip
RINTH,45.01868,-69.09879,faa-nasr
RINUS,53.64417,-7.66222,ie-aip
RIPIT,42.37994,-70.87589,faa-nasr
RIRXI,41.63182,-70.24646,faa-nasr
ROBOP,54.45238,-5.33482,uk-aip
ROBUC,41.67892,-71.58512,faa-nasr
ROCHS,43.26991,-70.93452,faa-nasr
ROCOW,45.69321,-69.21175,faa-nasr
RODBO,60.08333,-65.16667,faa-nasr
RODEE,42.59951,-69.94859,faa-nasr
RODEL,50.5,-15.0,uk-aip
RODME,41.45016,-71.03866,faa-nasr
RODYE,43.87665,-70.39177,faa-nasr
ROGGR,42.46403,-71.21647,faa-nasr
ROGSA,46.12413,-71.69516,faa-nasr
ROLAF,44.28238,-69.86566,faa-nasr
ROLNS,43.22771,-70.8407,faa-nasr
ROTEV,54.02881,-6.06622,uk-aip
ROUAN,42.87276,-71.27838,faa-nasr
ROZZE,42.82924,-71.99246,faa-nasr
RRENA,42.50409,-71.53999,faa-nasr
RSALA,44.11194,-68.67653,faa-nasr
RUBDA,45.79417,-56.54778,faa-nasr
RUBEX,55.32004,-6.93534,uk-aip
RUBLE,41.47046,-71.2375,faa-nasr
RUBOC,45.8474,-67.77441,faa-nasr
RUCIG,45.35658,-69.26596,faa-nasr
RUKOH,52.2119,-5.73821,uk-aip
RULAV,53.43732,-5.16701,uk-aip
RUSEL,42.01015,-71.41726,faa-nasr
RUXIN,56.28194,-12.0,uk-aip
RYDER,43.34975,-70.58889,faa-nasr
RYLAN,42.38876,-70.74188,faa-nasr
SAACO,43.2493,-70.22435,faa-nasr
SAAGE,44.7784,-68.69648,faa-nasr
SAAWA,44.94376,-68.56175,faa-nasr
SACTO,43.29673,-70.45812,faa-nasr
SAILE,41.18577,-67.89571,faa-nasr
SALME,41.77249,-71.57587,faa-nasr
SALNE,42.34773,-71.12327,faa-nasr
SAMON,51.3225,-7.41778,uk-aip
SAPPE,43.62706,-70.052,faa-nasr
SATAN,43.38587,-70.80308,faa-nasr
SATLY,44.17923,-69.6578,faa-nasr
SAUGY,41.48945,-71.80054,faa-nasr
SAVLE,41.9633,-70.91284,faa-nasr
SAVRY,59.46667,-58.0,faa-nasr
SAWTO,44.96501,-70.60782,faa-nasr
SAXAN,51.48333,-53.85,faa-nasr
SBAGO,43.73723,-70.49173,faa-nasr
SCALD,41.97239,-70.8277,faa-nasr
SCARB,43.56307,-70.15497,faa-nasr
SCITU,42.27874,-70.76061,faa-nasr
SCOAR,42.31262,-70.63751,faa-nasr
SCOGS,43.16224,-70.30087,faa-nasr
SCOTS,44.5,-64.0,faa-nasr
SCUPP,42.60306,-70.23037,faa-nasr
SEABE,41.77903,-71.51174,faa-nasr
SEADO,43.74332,-70.15909,faa-nasr
SEEDY,43.07588,-70.61352,faa-nasr
SEHAG,42.46804,-70.78505,faa-nasr
SEMTE,43.26916,-70.74224,faa-nasr
SEMTO,59.23333,-67.0,faa-nasr
SENOE,42.96686,-71.24683,faa-nasr
SEPAE,42.9731,-70.91161,faa-nasr
SERBO,52.10167,-60.71639,faa-nasr
SEROC,43.16739,-70.49205,faa-nasr
SERPA,43.83986,-70.6658,faa-nasr
SEVIE,44.67243,-67.91541,faa-nasr
SEZTY,44.70794,-68.45871,faa-nasr
SHAAN,42.57989,-70.82761,faa-nasr
SHAGG,42.45565,-71.17894,faa-nasr
SHANK,42.62806,-68.48722,faa-nasr
SHAUN,42.67618,-70.64085,faa-nasr
SHAWE,44.35292,-69.82155,faa-nasr
SHDKN,42.6079,-71.38858,faa-nasr
SHHAR,40.98374,-71.3057,faa-nasr
SHINY,44.81854,-70.91953,faa-nasr
SHMYT,42.31091,-71.03709,faa-nasr
SHOEL,42.99083,-70.87789,faa-nasr
SHOLS,42.91853,-70.67976,faa-nasr
SHOWZ,42.80542,-71.58101,faa-nasr
SHPYD,44.27548,-68.51251,faa-nasr
SHUSH,42.32798,-70.91205,faa-nasr
SICOS,41.42355,-70.92117,faa-nasr
SILOC,41.36133,-70.64815,faa-nasr
SILVE,42.91208,-70.61352,faa-nasr
SINGA,59.21667,-61.08333,faa-nasr
SITLE,42.96539,-71.45354,faa-nasr
SIVME,42.96461,-71.48061,faa-nasr
SKIHL,44.38066,-70.72531,faa-nasr
SKOWL,41.26311,-71.27899,faa-nasr
SLAMZ,43.55869,-69.97429,faa-nasr
SLANY,52.15856,-5.84213,uk-aip
SLFUR,43.89182,-70.67242,faa-nasr
SLOWW,42.21054,-71.80249,faa-nasr
SLYDA,54.20121,-5.08752,uk-aip
SMARI,41.62539,-71.2255,faa-nasr
SMITY,41.93401,-70.70359,faa-nasr
SMUDG,45.47072,-69.1984,faa-nasr
SNAPO,41.8759,-71.87746,faa-nasr
SNDBA,42.45473,-70.89353,faa-nasr
SNOOH,42.63472,-70.65892,faa-nasr
SOBAH,42.23735,-70.14536,faa-nasr
SOFEA,42.54784,-70.81156,faa-nasr
SOFEE,41.84317,-71.25893,faa-nasr
SOFOB,41.72901,-70.00807,faa-nasr
SOMAX,50.0,-15.0,uk-aip
SONEY,41.46124,-71.85858,faa-nasr
SOSYO,42.48735,-71.43215,faa-nasr
SOVED,56.0,-14.0,uk-aip
SOVIX,51.4275,-8.56278,ie-aip
SPAGS,42.26014,-71.74836,faa-nasr
SPDWY,44.04004,-70.29762,faa-nasr
SPENY,44.89683,-70.53563,faa-nasr
SPUDD,46.81482,-68.22756,faa-nasr
SPYSD,42.44957,-71.02701,faa-nasr
SPYTR,43.66116,-70.23769,faa-nasr
SQUAM,43.77778,-71.4836,faa-nasr
SQUEL,42.11377,-71.76599,faa-nasr
SRENE,42.34078,-70.82683,faa-nasr
SRFRS,43.50352,-70.37061,faa-nasr
SRINO,42.46604,-70.83092,faa-nasr
SSAAM,42.63209,-71.38607,faa-nasr
SSOXS,41.83684,-70.74618,faa-nasr
STAYC,42.51293,-70.79741,faa-nasr
STEEM,42.25833,-70.81139,faa-nasr
STEPS,42.87565,-71.96047,faa-nasr
STEVO,42.93668,-70.92783,faa-nasr
STIME,42.03934,-71.27912,faa-nasr
STOGE,42.11901,-71.13054,faa-nasr
STOOL,41.1725,-71.32639,faa-nasr
STPLS,44.02714,-68.98394,faa-nasr
STRTN,45.09604,-70.21412,faa-nasr
STUFY,41.677,-71.63366,faa-nasr
SUFFI,43.02491,-69.91714,faa-nasr
SUFOK,41.16322,-71.82892,faa-nasr
SUGLF,45.07526,-70.21064,faa-nasr
SUMAW,44.94474,-68.57358,faa-nasr
SUMNA,43.91476,-70.57028,faa-nasr
SUNOT,57.0,-15.0,uk-aip
SUPIT,57.33237,-7.08498,uk-aip
SUPRY,45.5,-52.0,faa-nasr
SUROX,53.99667,-6.99333,ie-aip
SUTEX,52.82444,-6.93028,ie-aip
SUTKO,46.51583,-56.82167,faa-nasr
SUVAN,51.41667,-12.5,ie-aip
SUVVO,42.47637,-71.34951,faa-nasr
SUZEY,42.803,-70.89121,faa-nasr
SWEER,44.03729,-70.70443,faa-nasr
SWIGG,42.53294,-71.24372,faa-nasr
SWLCH,43.4169,-70.5282,faa-nasr
SYLVA,42.53371,-70.95088,faa-nasr
TAALE,42.62626,-70.77187,faa-nasr
TAATE,43.68122,-69.96478,faa-nasr
TABME,42.97974,-70.92179,faa-nasr
TABRU,50.23212,-66.27372,faa-nasr
TABUU,44.35599,-68.42337,faa-nasr
TABVE,43.25038,-70.81782,faa-nasr
TADBE,42.9307,-71.30022,faa-nasr
TADEX,54.85653,-8.23375,uk-aip
TAFFY,47.37338,-67.3039,faa-nasr
TAGRA,47.17833,-57.07889,faa-nasr
TAKAS,49.0,-8.0,uk-aip
TALIG,49.51653,-5.8012,uk-aip
TALPY,41.78156,-70.84678,faa-nasr
TAMEL,48.72848,-10.49717,uk-aip
TAPSE,43.07126,-71.82748,faa-nasr
TAQYU,44.77724,-69.96815,faa-nasr
TARIF,41.2084,-69.89894,faa-nasr
TARSE,41.61795,-70.70033,faa-nasr
TASKT,42.3216,-70.86848,faa-nasr
TAYUN,42.60113,-71.8354,faa-nasr
TEALS,55.64861,-66.99917,faa-nasr
TECLO,44.79678,-68.60092,faa-nasr
TECOG,46.40964,-67.72188,faa-nasr
TEETO,42.8131,-71.70761,faa-nasr
TEFFO,62.8,-67.0,faa-nasr
TEKKK,42.41274,-71.09864,faa-nasr
TEKTE,44.1333,-69.86933,faa-nasr
TELLE,42.37321,-71.46343,faa-nasr
TEMPR,43.88333,-71.26667,faa-nasr
TETAE,42.77241,-71.98056,faa-nasr
TEWKS,42.58106,-71.26692,faa-nasr
TEXEE,45.17284,-67.5253,faa-nasr
THDER,44.21342,-68.77995,faa-nasr
TIBGA,52.39068,-5.45139,uk-aip
TIBOS,46.6475,-71.43083,faa-nasr
TICBU,44.55907,-69.20127,faa-nasr
TIDGO,53.84389,-9.37028,ie-aip
TIKCA,51.49266,-5.45038,uk-aip
TIMVE,42.75187,-71.48939,faa-nasr
TIPKE,44.67204,-69.34436,faa-nasr
TIPUR,52.58917,-8.12528,ie-aip
TISMO,52.13472,-8.01306,ie-aip
TIUTE,41.85636,-71.07102,faa-nasr
TJAYY,42.31034,-70.96589,faa-nasr
TKMAN,42.58194,-71.18089,faa-nasr
TNUCK,42.26258,-71.8661,faa-nasr
TOBKE,43.8839,-70.21524,faa-nasr
TOBMO,56.7606,-6.46959,uk-aip
TOBOR,52.5,-15.0,ie-aip
TOLLY,44.39892,-69.62658,faa-nasr
TOMIE,43.16966,-71.45701,faa-nasr
TOMTO,52.87361,-8.15139,ie-aip
TONNI,42.37335,-70.61353,faa-nasr
TONOE,42.36626,-71.08314,faa-nasr
TOPPS,45.34018,-67.73864,faa-nasr
TOPTO,42.48722,-71.40794,faa-nasr
TORLU,52.98778,-7.58306,ie-aip
TORPY,41.45849,-70.87838,faa-nasr
TORVE,42.88447,-71.95405,faa-nasr
TOSPE,43.40908,-70.39209,faa-nasr
TOWBT,41.13204,-70.13684,faa-nasr
TOXAL,45.14278,-71.58222,faa-nasr
TOXIT,58.96667,-58.0,faa-nasr
TRAFT,42.54472,-70.8575,faa-nasr
TRAIT,41.28465,-71.9176,faa-nasr
TRASS,43.405,-71.12031,faa-nasr
TRCIE,42.37492,-70.80567,faa-nasr
TREKY,44.55623,-68.42419,faa-nasr
TRESE,44.87606,-71.51654,faa-nasr
TRIDO,43.55857,-70.6436,faa-nasr
TRIER,45.56886,-70.6134,faa-nasr
TRIMS,43.73957,-70.13064,faa-nasr
TRITO,45.45197,-69.58933,faa-nasr
TROYY,42.08043,-71.79509,faa-nasr
TTATT,43.05033,-70.80071,faa-nasr
TTERI,42.52957,-70.51526,faa-nasr
TUBLE,44.35663,-69.7931,faa-nasr
TUBUY,43.54445,-71.51282,faa-nasr
TUCOY,42.63983,-71.35231,faa-nasr
TUDEP,51.16667,-53.23333,faa-nasr
TUFFI,44.82308,-70.44187,faa-nasr
TUGBT,41.6585,-70.07138,faa-nasr
TUGSI,54.0,-7.18333,ie-aip
TUGUB,45.97836,-67.78117,faa-nasr
